['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 side
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 accommodate items of different sizes
The Durabase divider 	 can_be_adjusted_to 	 side
side 	 can_be_adjusted_to_reverse 	 The Durabase divider
The Durabase divider 	 can_be_adjusted_to 	 accommodate items of different sizes
accommodate items of different sizes 	 can_be_adjusted_to_reverse 	 The Durabase divider
['If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.'] 	 talks_about 	 If the Durabase divider is removed, there is enough open space for children or pets to crawl inside.
['If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.'] 	 talks_about 	 To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 accidental child and pet entrapment or suffocation risk
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 DO NOT allow children or pets to touch or go near the drawer
accidental child and pet entrapment or suffocation risk 	 should_be_prevented_by 	 DO NOT allow children or pets to touch or go near the drawer
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 the Durabase divider is removed
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 Condition 	 the Durabase divider is removed
the Durabase divider is removed 	 Follows 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 there is enough open space
for children or pets to crawl inside 	 talks_about 	 children or pets
for children or pets to crawl inside 	 talks_about 	 inside
children or pets 	 to_crawl 	 inside
inside 	 to_crawl_reverse 	 children or pets
['Please read the following installation instructions first after purchasing this product or transporting it to another location.'] 	 talks_about 	 Please read the following installation instructions first after purchasing this product or transporting this product to another location.
['Unpacking the Refrigerator', 'Choosing the Proper Location', 'Disassembling/Assembling', 'Connecting the Water Line', 'Leveling and Door Alignment'] 	 talks_about 	 Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Connecting the Water Line Leveling and Door Alignment
Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Connecting the Water Line Leveling and Door Alignment 	 talks_about 	 the Proper Location Disassembling/Assembling Connecting
Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Connecting the Water Line Leveling and Door Alignment 	 talks_about 	 the Refrigerator
Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Connecting the Water Line Leveling and Door Alignment 	 talks_about 	 the Proper Location Disassembling/Assembling Connecting Door Alignment
the Proper Location Disassembling/Assembling Connecting 	 Choosing_reverse 	 the Refrigerator
the Proper Location Disassembling/Assembling Connecting Door Alignment 	 Choosing_reverse 	 the Refrigerator
the Refrigerator 	 Choosing 	 the Proper Location Disassembling/Assembling Connecting
the Refrigerator 	 Choosing 	 the Proper Location Disassembling/Assembling Connecting Door Alignment
['Connect to potable water supply only.'] 	 talks_about 	 Connect to potable water supply only.
Connect to potable water supply only. 	 talks_about 	 water supply
Connect to potable water supply only. 	 talks_about 	 Connect
water supply 	 to_potable_only_reverse 	 Connect
Connect 	 to_potable_only 	 water supply
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 Remove tape and any temporary labels from your refrigerator before using.
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of your refrigerator.
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 To remove any remaining tape or glue, rub the area briskly with your thumb.
