['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 Reinstall or adjust shelves as needed.
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 Refrigerator shelves are installed in the shipping position.
['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.'] 	 talks_about 	 Reinstall shelves according to your individual storage needs.
Remove tape and any temporary labels from your refrigerator before using. 	 paraphrase 	 tape should be removed and any temporary labels from your refrigerator before using
tape should be removed and any temporary labels from your refrigerator before using 	 talks_about 	 tape
tape should be removed and any temporary labels from your refrigerator before using 	 talks_about 	 and any temporary labels from your refrigerator before using
tape 	 should_be_removed 	 and any temporary labels from your refrigerator before using
Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of your refrigerator. 	 talks_about 	 is located under the front of your refrigerator
Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of your refrigerator. 	 talks_about 	 Do not remove any warning labels, the model and serial number label, or the Tech Sheet
Do not remove any warning labels , the model and serial number label , or the Tech Sheet 	 that 	 is located under the front of your refrigerator
Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. 	 paraphrase 	 abrasive cleaners should not be used , rubbing, , or to remove tape or glue
abrasive cleaners should not be used , rubbing, , or to remove tape or glue 	 talks_about 	 abrasive cleaners
abrasive cleaners should not be used , rubbing, , or to remove tape or glue 	 talks_about 	 , rubbing, , or to remove tape or glue
abrasive cleaners 	 should_not_be_used 	 , rubbing, , or to remove tape or glue
Reinstall or adjust shelves as needed. 	 talks_about 	 as needed
Reinstall or adjust shelves as needed. 	 talks_about 	 Reinstall or adjust shelves
Do not remove any warning labels , the model and serial number label , or the Tech Sheet 	 paraphrase 	 any warning labels, the model and serial number label, or the Tech Sheet should be removed not
any warning labels, the model and serial number label, or the Tech Sheet should be removed not 	 talks_about 	 any warning labels, the model and serial number label, or the Tech Sheet
Reinstall or adjust shelves 	 paraphrase 	 shelves should be adjusted or
shelves should be adjusted or 	 talks_about 	 shelves
Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. 	 talks_about 	 Tape or glue residue
Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. 	 talks_about 	 a small amount of liquid dish soap
Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. 	 talks_about 	 the adhesive with your fingers
Tape or glue residue 	 by_rubbing 	 a small amount of liquid dish soap
the adhesive with your fingers 	 by_rubbing_a_small_amount_of_liquid_dish_soap_over_reverse 	 Tape or glue residue
Tape or glue residue 	 by_rubbing_a_small_amount_of_liquid_dish_soap_over 	 the adhesive with your fingers
a small amount of liquid dish soap 	 by_rubbing_reverse 	 Tape or glue residue
sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners can damage the surface of your refrigerator. 	 talks_about 	 sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners
sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners can damage the surface of your refrigerator. 	 talks_about 	 the surface of your refrigerator
sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners 	 can_damage 	 the surface of your refrigerator
the surface of your refrigerator 	 can_damage_reverse 	 sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners
Refrigerator shelves are installed in the shipping position. 	 talks_about 	 Refrigerator shelves
Refrigerator shelves are installed in the shipping position. 	 talks_about 	 the shipping position
