REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
sentence_list_61 	 talks_about 	 Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze.
sentence_list_61 	 talks_about 	 Cooling hot foods before freezing saves energy.
sentence_list_61 	 talks_about 	 If you are leaving home for a short period, like a short vacation, the refrigerator should be left on.
sentence_list_61 	 talks_about 	 Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.
sentence_list_61 	 talks_about 	 If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord.
sentence_list_61 	 talks_about 	 Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.
sentence_list_61 	 talks_about 	 Do not store food with high moisture content towards the top of the refrigerator.
sentence_list_61 	 talks_about 	 food with high moisture content could come into direct contact with the cold air and freeze.
sentence_list_61 	 talks_about 	 Wash food before storing food in the refrigerator.
sentence_list_61 	 talks_about 	 Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.
sentence_list_61 	 talks_about 	 If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form.
sentence_list_61 	 talks_about 	 Wipe off condensation with a clean cloth or a paper towel.
sentence_list_61 	 talks_about 	 If doors are opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature.
sentence_list_61 	 talks_about 	 This can increase the running costs of the refrigerator.
Check a freezer guide or a reliable cookbook for further information about preparing food for freezing or food storage times. 	 paraphrase 	 a freezer guide or a reliable cookbook should be checked for further information about preparing food for freezing or food storage times
a freezer guide or a reliable cookbook should be checked for further information about preparing food for freezing or food storage times 	 talks_about 	 a freezer guide or a reliable cookbook
a freezer guide or a reliable cookbook should be checked for further information about preparing food for freezing or food storage times 	 talks_about 	 for further information about preparing food for freezing or food storage times
a freezer guide or a reliable cookbook 	 should_be_checked 	 for further information about preparing food for freezing or food storage times
Cooling hot foods before freezing saves energy. 	 talks_about 	 freezing
Cooling hot foods before freezing saves energy. 	 talks_about 	 Cooling hot foods saves energy
Cooling hot foods saves energy 	 Precedence 	 freezing
If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. 	 talks_about 	 you are leaving home for a short period, like a short vacation, the refrigerator should be left on
Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer. 	 talks_about 	 are able to be frozen
Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer. 	 talks_about 	 Refrigerated foods will stay preserved longer if stored in the freezer
Refrigerated foods will stay preserved longer if stored in the freezer 	 that 	 are able to be frozen
If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. 	 talks_about 	 you are leaving the refrigerator turned off for an extended period
If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. 	 talks_about 	 remove all food and unplug the power cord
remove all food and unplug the power cord 	 Condition 	 you are leaving the refrigerator turned off for an extended period
you are leaving the refrigerator turned off for an extended period 	 Follows 	 remove all food and unplug the power cord
Do not store food with high moisture content towards the top of the refrigerator. 	 paraphrase 	 food with high moisture content should not be stored towards the top of the refrigerator
food with high moisture content should not be stored towards the top of the refrigerator 	 talks_about 	 food with high moisture content
food with high moisture content should not be stored towards the top of the refrigerator 	 talks_about 	 towards the top of the refrigerator
food with high moisture content 	 should_not_be_stored 	 towards the top of the refrigerator
Wash food before storing food in the refrigerator. 	 paraphrase 	 food should be washed before storing food in the refrigerator
food should be washed before storing food in the refrigerator 	 talks_about 	 food
food should be washed before storing food in the refrigerator 	 talks_about 	 before storing food in the refrigerator
food 	 should_be_washed 	 before storing food in the refrigerator
Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated. 	 talks_about 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated. 	 talks_about 	 Vegetables should be washed
Vegetables should be washed 	 Conjunction 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. 	 talks_about 	 the refrigerator is kept in a hot and humid place
If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. 	 talks_about 	 frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form
frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form 	 Condition 	 the refrigerator is kept in a hot and humid place
the refrigerator is kept in a hot and humid place 	 Follows 	 frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form
Wipe off condensation with a clean cloth or a paper towel. 	 paraphrase 	 condensation should be wiped off with a clean cloth or a paper towel
condensation should be wiped off with a clean cloth or a paper towel 	 talks_about 	 condensation
condensation should be wiped off with a clean cloth or a paper towel 	 talks_about 	 off with a clean cloth or a paper towel
condensation 	 should_be_wiped 	 off with a clean cloth or a paper towel
If doors are opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 doors are opened or closed too often
If doors are opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
warm air may penetrate the refrigerator and raise the refrigerator temperature 	 Condition 	 doors are opened or closed too often
doors are opened or closed too often 	 Follows 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
you are leaving home for a short period , like a short vacation , the refrigerator should be left on 	 talks_about 	 the refrigerator should be left on
you are leaving home for a short period , like a short vacation , the refrigerator should be left on 	 talks_about 	 you are leaving home for a short period, like a short vacation
a freezer guide or a reliable cookbook should be checked for further information about preparing food for freezing or food storage times 	 talks_about 	 further information about preparing food for freezing or food
a freezer guide or a reliable cookbook should be checked for further information about preparing food for freezing or food storage times 	 talks_about 	 storage times
a freezer guide or a reliable cookbook 	 should_be_checked_for 	 further information about preparing food for freezing or food
a freezer guide or a reliable cookbook 	 should_be_checked 	 storage times
food with high moisture content should not be stored towards the top of the refrigerator 	 talks_about 	 the top of the refrigerator
food with high moisture content 	 should_not_be_stored_towards 	 the top of the refrigerator
food with high moisture content could come into direct contact with the cold air and freeze. 	 talks_about 	 food with high moisture content
food with high moisture content could come into direct contact with the cold air and freeze. 	 talks_about 	 direct contact with the cold air
food with high moisture content could come into direct contact with the cold air and freeze. 	 talks_about 	 direct contact with the cold freeze
food with high moisture content 	 could_come_into 	 direct contact with the cold air
