REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Where reverse osmosis water filtration system is connected to a cold water supply 40-60 psi minimum to reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity ) 	 talks_about 	 reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity
Where reverse osmosis water filtration system is connected to a cold water supply 40-60 psi minimum to reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity ) 	 talks_about 	 osmosis water filtration system
a cup of 7 oz capacity 	 to_fill_reverse 	 less than 2-3 seconds
reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity 	 is_connected_to_reverse 	 osmosis water filtration system
less than 2-3 seconds 	 to_fill 	 a cup of 7 oz capacity
osmosis water filtration system 	 is_connected_to 	 reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity
sentence_list_a08fch 	 talks_about 	 Copper or PEX Tubing, ¼ in.
sentence_list_a08fch 	 talks_about 	 outer diameter, to connect the refrigerator to the water supply.
sentence_list_a08fch 	 talks_about 	 Be sure both ends of the tubing are cut square.
sentence_list_a08fch 	 talks_about 	 Then, add 8 feet ( 2.4 m ).
sentence_list_a08fch 	 talks_about 	 Be sure there is sufficient extra tubing ( about 8 feet [ 2.4 m ] coiled into 3 turns of about 10 in.
sentence_list_a08fch 	 talks_about 	 [ 25 cm ] diameter ) to allow the refrigerator to move out from the wall after installation.
sentence_list_a08fch 	 talks_about 	 Power drill.
sentence_list_a08fch 	 talks_about 	 ½ in.
sentence_list_a08fch 	 talks_about 	 or adjustable wrench.
Be sure both ends of the tubing are cut square. 	 talks_about 	 both ends of the tubing are cut square
Be sure both ends of the tubing are cut square. 	 talks_about 	 Be sure
Then, add 8 feet ( 2.4 m ). 	 talks_about 	 add 8 feet 2.4 m
both ends of the tubing are cut square 	 talks_about 	 square
both ends of the tubing are cut square 	 talks_about 	 both ends of the tubing are cut
add 8 feet 2.4 m 	 paraphrase 	 8 feet 2.4 m should be added
sentence_list_ug4esr 	 talks_about 	 Two ¼ in.
sentence_list_ug4esr 	 talks_about 	 outer diameter compression nuts and 2 ferrules ( sleeves ) to connect the copper tubing to the shutoff valve and the refrigerator water valve.
sentence_list_ug4esr 	 talks_about 	 If your existing copper water line has a flared fitting at the end, purchase an adapter ( available at plumbing supply stores ) to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting.
sentence_list_ug4esr 	 talks_about 	 Shutoff valve to connect to the cold water line.
sentence_list_ug4esr 	 talks_about 	 the shutoff valve should have a water inlet with a minimum inside diameter of 5/32 in.
sentence_list_ug4esr 	 talks_about 	 at the point of connection to the cold water line.
sentence_list_ug4esr 	 talks_about 	 Saddle-type shutoff valves are included in many water supply kits.
sentence_list_ug4esr 	 talks_about 	 Before purchasing, make sure a saddle-type valve complies with your local plumbing codes.
sentence_list_ug4esr 	 talks_about 	 A self-piercing saddle type water valve should not be used.
If your existing copper water line has a flared fitting at the end, purchase an adapter ( available at plumbing supply stores ) to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting. 	 talks_about 	 your existing copper water line has a flared fitting at the end
If your existing copper water line has a flared fitting at the end, purchase an adapter ( available at plumbing supply stores ) to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting. 	 talks_about 	 purchase an adapter available at plumbing supply stores to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting
purchase an adapter available at plumbing supply stores to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting 	 Condition 	 your existing copper water line has a flared fitting at the end
your existing copper water line has a flared fitting at the end 	 Follows 	 purchase an adapter available at plumbing supply stores to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting
Before purchasing, make sure a saddle-type valve complies with your local plumbing codes. 	 talks_about 	 a saddle-type valve complies with your local plumbing codes
Before purchasing, make sure a saddle-type valve complies with your local plumbing codes. 	 talks_about 	 Before purchasing, make sure
purchase an adapter available at plumbing supply stores to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter and use a compression fitting 	 paraphrase 	 an adapter available at plumbing supply stores should be purchased to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter
an adapter available at plumbing supply stores should be purchased to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter 	 talks_about 	 an adapter available at plumbing supply stores
an adapter available at plumbing supply stores should be purchased to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter 	 talks_about 	 to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter
an adapter available at plumbing supply stores 	 should_be_purchased 	 to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter
Before purchasing , make sure 	 talks_about 	 purchasing, make sure
the shutoff valve should have a water inlet with a minimum inside diameter of 5/32 in. 	 talks_about 	 the shutoff valve
the shutoff valve should have a water inlet with a minimum inside diameter of 5/32 in. 	 talks_about 	 a water inlet
the shutoff valve 	 should_have 	 a water inlet
a water inlet 	 should_have_reverse 	 the shutoff valve
Saddle-type shutoff valves are included in many water supply kits. 	 talks_about 	 many water supply kits
Saddle-type shutoff valves are included in many water supply kits. 	 talks_about 	 Saddle-type shutoff valves
many water supply kits 	 are_included_in_reverse 	 Saddle-type shutoff valves
Saddle-type shutoff valves 	 are_included_in 	 many water supply kits
your existing copper water line has a flared fitting at the end 	 talks_about 	 the end
your existing copper water line has a flared fitting at the end 	 talks_about 	 your existing copper water line
your existing copper water line has a flared fitting at the end 	 talks_about 	 a flared fitting
the end 	 has_a_flared_fitting_at_reverse 	 your existing copper water line
your existing copper water line 	 has_a_flared_fitting_at 	 the end
a flared fitting 	 has_reverse 	 your existing copper water line
your existing copper water line 	 has 	 a flared fitting
an adapter available at plumbing supply stores should be purchased to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter 	 talks_about 	 connect your existing copper water line to the refrigerator
an adapter available at plumbing supply stores should be purchased to connect your existing copper water line to the refrigerator OR cut off a flared fitting with a tube cutter 	 talks_about 	 a flared fitting with a tube cutter
an adapter available at plumbing supply stores 	 should_be_purchased_to 	 connect your existing copper water line to the refrigerator
connect your existing copper water line to the refrigerator 	 should_be_purchased_to_reverse 	 an adapter available at plumbing supply stores
a saddle-type valve complies with your local plumbing codes 	 talks_about 	 your local plumbing codes
a saddle-type valve complies with your local plumbing codes 	 talks_about 	 a saddle-type valve
your local plumbing codes 	 complies_with_reverse 	 a saddle-type valve
a saddle-type valve 	 complies_with 	 your local plumbing codes
sentence_list_b9ubn0 	 talks_about 	 Install the shutoff valve on the nearest frequently used drinking water line.
Install the shutoff valve on the nearest frequently used drinking water line. 	 paraphrase 	 the shutoff valve should be installed on the nearest frequently used drinking water line
the shutoff valve should be installed on the nearest frequently used drinking water line 	 talks_about 	 the shutoff valve
the shutoff valve should be installed on the nearest frequently used drinking water line 	 talks_about 	 on the nearest frequently used drinking water line
the shutoff valve 	 should_be_installed 	 on the nearest frequently used drinking water line
the shutoff valve should be installed on the nearest frequently used drinking water line 	 talks_about 	 the nearest
the shutoff valve 	 should_be_installed_on 	 the nearest
the nearest 	 should_be_installed_on_reverse 	 the shutoff valve
sentence_list_oy9e0j 	 talks_about 	 When using any electrical device ( such as a power drill ) during installation, be sure any electrical device ( such as a power drill ) is battery-powered, double-insulated or grounded in a manner that will prevent the hazard of electric shock.
When using any electrical device ( such as a power drill ) during installation, be sure any electrical device ( such as a power drill ) is battery-powered, double-insulated or grounded in a manner that will prevent the hazard of electric shock. 	 talks_about 	 using any electrical device such as a power drill during installation
